CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO
DFDIF000261,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DIF-DF, FRANCISCO I. MADERO","CENTRO DIF-DF, FRANCISCO I. MADERO",,99999,"MIXTECAS Y TOPILZIN SIN NÚMERO, COLONIA AJUSCO",1,EN OPERACION,XAXX111111,5556184153,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.35,-99.1617,A,ALTA,07/01/2009
DFDIF000273,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 17 JOSÉ MARÍA DÍAZ ORDÁZ,CENTRO FAMILIAR # 17 JOSÉ MARÍA DÍAZ ORDÁZ,,99999,"CALLE RAÚL SIN NÚMERO, ESQUINA GABRIEL, COLONIA SANTA ÚRSULA COAPA",1,EN OPERACION,XAXX111111,5556182739,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.35,-99.1617,A,ALTA,07/01/2009
DFDIF000285,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 20 GENERAL MANUEL GONZÁLEZ ORTEGA,CENTRO FAMILIAR # 20 GENERAL MANUEL GONZÁLEZ ORTEGA,,99999,"TEZOZOMOC SIN NÚMERO, ESQUINA TECALCO, COLONIA ADOLFO RUÍZ CORTÍNES",1,EN OPERACION,XAXX111111,5556173070,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.35,-99.1617,A,ALTA,07/01/2009
DFDIF000290,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL #15 JUAN DUQUE DE ESTRADA,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL #15 JUAN DUQUE DE ESTRADA,,99999,JUAN DUQUE DE ESTRADA Y BOITO NO. 69 COLONIA EXHIPODROMO DE PERALVILLO,1,EN OPERACION,XAXX111111,5558152363,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4431,-99.1444,A,ALTA,07/01/2009
DFDIF000302,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 19,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 19,,99999,"FRESNO NO. 100 BIS, COLONIA SANTA MARÍA LA RIVERA",1,EN OPERACION,XAXX111111,5555476716,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4431,-99.1444,A,ALTA,07/01/2009
DFDIF000314,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 20,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 20,5,99999,"AVENIDA CENTRAL NO. 100 BIS, COLONIA BUENOS AIRES",1,EN OPERACION,XAXX111111,5555190891,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4431,-99.1444,A,ALTA,07/01/2009
DFDIF000326,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 72,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 72,,99999,"FRONTERA NO. 152, COLONIA ROMA SUR",1,EN OPERACION,XAXX111111,5555744840,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4431,-99.1444,A,ALTA,07/01/2009
DFDIF000331,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF REPUBLICA ESPAÑOLA,CENTRO DIF-DF REPUBLICA ESPAÑOLA,5,99999,"PASEO DE LA REFORMA NO. 105, COLONIA PERALVILLO",1,EN OPERACION,XAXX111111,5555292259,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4431,-99.1444,A,ALTA,07/01/2009
DFDIF000343,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,99,NO ESPECIFICADO,99,NO ESPECIFICADO,AREA OPERATIVA NORTE,AREA OPERATIVA NORTE,,99999,"CALLE ANAHUAC SIN NÚMERO, ESQUINA MORELOS, COLONIA SANTA ISABEL TOLA",1,EN OPERACION,XAXX111111,5555771011,NES,NO ESPECIFICADO,1,PRIMER NIVEL,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000355,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE BIENESTAR SOCIAL URBANO ZACATENCO,CENTRO DE BIENESTAR SOCIAL URBANO ZACATENCO,,99999,VIÑA DEL MAR NO. 7 COLONIA SAN PEDRO ZACATENCO,1,EN OPERACION,XAXX111111,5555866880,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000360,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF ÁLVARO OBREGÓN,CENTRO DIF-DF ÁLVARO OBREGÓN,,99999,"POPOCATÉPETL Y VOLCÁN ACATENANGO, COLONIA AMPLIACIÓN PROVIDENCIA",1,EN OPERACION,XAXX111111,5557115901,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000372,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF LÁZARO CÁRDENAS,CENTRO DIF-DF LÁZARO CÁRDENAS,5,99999,"AVENIDA ACUEDUCTO DE GUADALUPE SIN NÚMERO ESQUINA TEZOZOMOC, COLONIA SANTA ISABEL TOLA",1,EN OPERACION,XAXX111111,5555772426,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000384,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 8 NIÑO JOSÉ LUIS ORDÁZ LÓPEZ,CENTRO FAMILIAR # 8 NIÑO JOSÉ LUIS ORDÁZ LÓPEZ,,99999,"NORTE 94 SIN NÚMERO, ESQUINA RÍO CONSULADO, COLONIA LA MALINCHE",1,EN OPERACION,XAXX111111,5555511749,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000396,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR #  9 FRANCISCO ZARCO,CENTRO FAMILIAR # 9 FRANCISCO ZARCO,5,99999,"CALZADA SAN JUAN DE ARAGÓN SIN NÚMERO, PUEBLO DE SAN JUAN DE ARAGÓN",1,EN OPERACION,XAXX111111,5557517921,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000401,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 10 SANTOS DEGOLLADO,CENTRO FAMILIAR # 10 SANTOS DEGOLLADO,,99999,"ANTIGUA CARRETERA MÉXICO PACHUCA NO. 2200 ENTRE AVENIDA SAN JUANICO Y FERROCARRIL DE VERACRUZ, COLONIA AMPLIACIÓN GABRIEL HERNÁN",1,EN OPERACION,XAXX111111,5557531156,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000413,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 11 MIGUEL RAMOS ARIZPE,CENTRO FAMILIAR # 11 MIGUEL RAMOS ARIZPE,,99999,"CALLE 27 DE SEPTIEMBRE ENTRE AVENIDA DEL PAÍS Y 1810, COLONIA TICOMAN",1,EN OPERACION,XAXX111111,5555861775,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000425,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 12 JOSÉ MARÍA LUIS MORA,CENTRO FAMILIAR # 12 JOSÉ MARÍA LUIS MORA,,99999,"FERROCARRIL MONTE ALTO NO. 39 ESQUINA CALLE 1-D, COLONIA SAN JOSÉ DE LA ESCALERA",1,EN OPERACION,XAXX111111,5553921068,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000430,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 13 MATÍAS ROMERO,CENTRO FAMILIAR # 13 MATÍAS ROMERO,5,99999,"AVENIDA EJIDOS SIN NÚMERO, ENTRE AVENIDA 20 DE NOVIEMBRE Y CALLE JARDÍN DE JUÁREZ, COLONIA 25 DE JULIO",1,EN OPERACION,XAXX111111,5557151864,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4822,-99.1125,A,ALTA,07/01/2009
DFDIF000442,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,6,IZTACALCO,1,IZTACALCO,3,IZTACALCO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF RICARDO FLORES MAGÓN,CENTRO DIF-DF RICARDO FLORES MAGÓN,,99999,"EJE 3 ORIENTE, PROLONGACIÓN ORIENTE 110, ESQUINA SUR 107, COLONIA JUVENTINO ROSAS",1,EN OPERACION,XAXX111111,5556576662,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3953,-99.0978,A,ALTA,07/01/2009
DFDIF000454,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,6,IZTACALCO,1,IZTACALCO,3,IZTACALCO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 14 GENERAL JUAN N. ALVAREZ,CENTRO FAMILIAR # 14 GENERAL JUAN N. ALVAREZ,5,99999,"AVENIDA RÍO CHURUBUSCO SIN NÚMERO, ESQUINA CANELA, COLONIA GRANJAS MÉXICO",1,EN OPERACION,XAXX111111,5556572947,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3953,-99.0978,A,ALTA,07/01/2009
DFDIF000466,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 79,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 79,,99999,MANUEL ACUÑA NO. 43 COLONIA PALMITAS,1,EN OPERACION,XAXX111111,5554290210,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000471,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE BIENESTAR SOCIAL URBANO JUAN ESCUTIA,CENTRO DE BIENESTAR SOCIAL URBANO JUAN ESCUTIA,,99999,"JOSÉ TRINIDAD SALGADO NO. 65, COLONIA JUAN ESCÚTIA",1,EN OPERACION,XAXX111111,5557445441,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000483,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF CONSTITUCIÓN DE 1917,CENTRO DIF-DF CONSTITUCIÓN DE 1917,,99999,"RETORNO 4, CONSTITUCIÓN DE APATZINGÁN SIN NÚMERO, UNIDAD HABITACIONAL ERMITA ZARAGOZA",1,EN OPERACION,XAXX111111,5557336167,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000495,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF IGNACIO ZARAGOZA,CENTRO DIF-DF IGNACIO ZARAGOZA,,99999,"GENERAL ANTONIO DE LEÓN SIN NÚMERO, SUPER- MANZANA 1, UNIDAD HABITACIONAL EJÉRCITO CONSTITUCIÓNALISTA",1,EN OPERACION,XAXX111111,5557452916,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000500,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF JOSÉFA ORTIZ DE DOMÍNGUEZ,CENTRO DIF-DF JOSÉFA ORTIZ DE DOMÍNGUEZ,,99999,"CALLA PALMAS SIN NÚMERO, PREDIO LA CATEDRAL, COLONIA 2-A AMPLIACIÓN SANTIAGO ACAHUALTEPEC",1,EN OPERACION,XAXX111111,5555292957,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000512,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF VICENTE GUERRERO,CENTRO DIF-DF VICENTE GUERRERO,,99999,"ANILLO PERIFÉRICO Y VÍA SOTO Y GAMA, UNIDAD HABITACIONAL VICENTE GUERRERO",1,EN OPERACION,XAXX111111,5556911981,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000524,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 6 IGNACIO MANUEL ALTAMIRANO,CENTRO FAMILIAR # 6 IGNACIO MANUEL ALTAMIRANO,5,99999,CALZADA ERMITA IZTAPALAPA SIN NÚMERO ENTRE CALLEJÓN DE LA ESTRELLA Y ROJO GÓMEZ,1,EN OPERACION,XAXX111111,5556860954,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,A,ALTA,07/01/2009
DFDIF000536,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,MIGUEL HIDALGO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF XLIX LEGISLATURA,CENTRO DIF-DF XLIX LEGISLATURA,,11870,"RUFINA Y PERIFERICO SIN NÚMERO, COLONIA TACUBAYA",1,EN OPERACION,XAXX111111,5555164036,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4067,-99.1911,A,ALTA,07/01/2009
DFDIF000541,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,MIGUEL HIDALGO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 15 IGNACIO LUIS  VALLARTA,CENTRO FAMILIAR # 15 IGNACIO LUIS VALLARTA,5,11500,"CALZADA LEGARIA NO. 585, COLONIA IRRIGACION",1,EN OPERACION,XAXX111111,5555570094,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4067,-99.1911,A,ALTA,07/01/2009
DFDIF000553,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF MIGUEL HIDALGO,CENTRO DIF-DF MIGUEL HIDALGO,5,14250,"AVENIDA LAS TORRES Y JESÚS LECUONA, COLONIA MIGUEL HIDALGO",1,EN OPERACION,XAXX111111,5556440032,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3083,-99.225,A,ALTA,07/01/2009
DFDIF000565,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 19 JUAN A. MATEOS,CENTRO FAMILIAR # 19 JUAN A. MATEOS,,14090,"INSURGENTES SUR NO. 4597, COLONIA TLALPAN",1,EN OPERACION,XAXX111111,5555731605,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3083,-99.225,A,ALTA,07/01/2009
DFDIF000570,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 31,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 31,,15240,"PELUQUEROS ESQUINA HUICHAPAN, COLONIA MICHOACÁNA",1,EN OPERACION,XAXX111111,5557954418,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4167,-99.1139,A,ALTA,07/01/2009
DFDIF000582,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF ADOLFO LÓPEZ MATEOS,CENTRO DIF-DF ADOLFO LÓPEZ MATEOS,,15670,"ROMAN LUGO Y EDUARDO BUSTAMANTE (FRENTE AL MERCADO), COLONIA ADOLFO LÓPEZ MATEOS",1,EN OPERACION,XAXX111111,5555580387,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4167,-99.1139,A,ALTA,07/01/2009
DFDIF000594,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF ROSARIO CASTELLANOS,CENTRO DIF-DF ROSARIO CASTELLANOS,,15700,"ASISTENCIA PÚBLICA Y NORTE 3, COLONIA FEDERAL",1,EN OPERACION,XAXX111111,5557622553,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4167,-99.1139,A,ALTA,07/01/2009
DFDIF000606,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF VENUSTIANO CARRANZA,CENTRO DIF-DF VENUSTIANO CARRANZA,,15900,"SUR 111 Y LORENZO BOTURINI, COLONIA BALBUENA",1,EN OPERACION,XAXX111111,5555521136,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4167,-99.1139,A,ALTA,07/01/2009
DFDIF000611,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR  # 2 GENERAL IGNACIO ZARAGOZA,CENTRO FAMILIAR # 2 GENERAL IGNACIO ZARAGOZA,5,15020,"CALLE 83 SIN NÚMERO, ESQUINA CALZADA IGNACIO ZARAGOZA, COLONIA PUEBLA",1,EN OPERACION,XAXX111111,5557639270,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4167,-99.1139,A,ALTA,07/01/2009
DFDIF000623,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE DESARROLLO COMUNITARIO AJUSCO,CENTRO DE DESARROLLO COMUNITARIO AJUSCO,5,14700,"AVENIDA MÉXICO AJUSCO NO. 642, COLONIA PUEBLO DE SAN MIGUEL AJUSCO",1,EN OPERACION,XAXX111111,5556544198,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3083,-99.225,A,ALTA,08/01/2009
