CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO
DFIMB001542,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I XITLE,C.S.T-I XITLE,5,14659,"CERRO XITLE NO. 3, COL. M. ESTHER ZUNO DE ECHEVERRÍA, C.P. 14659",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.256,-99.1829,A,ALTA,18/07/2024
DFIMB001554,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I PEDREGAL DE SAN NICOLÁS NORTE,C.S.T-I PEDREGAL DE SAN NICOLÁS NORTE,5,14100,"HOMUN ENTRE SISAL Y MANI MZA 138, LTE. 1, COL. PEDREGAL DE SAN NICOLÁS 3A. SECCIÓN",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2892,-99.2378,A,ALTA,18/07/2024
DFIMB001566,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD T-I PEDREGAL DE SAN NICOLÁS SUR,CENTRO DE SALUD T-I PEDREGAL DE SAN NICOLÁS SUR,5,14100,"CALLE HOMUN MZA 860 LTE. 3, COL PEDREGAL DE SAN NICOLÁS, C.P. 14100",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.283555,-99.237711,A,ALTA,18/07/2024
DFIMB001571,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,E,URBANO DE 02 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I EJIDOS DE HUIPULCO,C.S.T-I EJIDOS DE HUIPULCO,5,14380,"ESCUELA S/N CASI ESQ. GADIEZ, COL. EJIDOS DE HUIPULCO, C.P. 14380",1,EN OPERACION,SSP9707038T0,5555949766,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2859,-99.1334,A,ALTA,18/07/2024
DFIMB001583,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I BEKAL,C.S.T-I BEKAL,5,14720,"PROLONGACIÓN BEKAL ENTRE ÁTICA Y PELOPONESO, MANZANA 110, LOTE 22, COL. BELVEDERE, C.P. 14720",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.3011,-99.2263,A,ALTA,18/07/2024
DFIMB001595,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I BOSQUES DEL PEDREGAL,C.S.T-I BOSQUES DEL PEDREGAL,5,14738,"SISAL S/N CASI ESQ. ENCINOS, COL. BOSQUES DEL PEDREGAL, C.P. 14230",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.274,-99.2367,A,ALTA,18/07/2024
DFIMB001600,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD T-III LOMAS DE PADIERNA,CENTRO DE SALUD T-III LOMAS DE PADIERNA,5,14240,,1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,5,OTRO,19.2912112,-99.223085,A,ALTA,18/07/2024
DFIMB001612,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,J,URBANO DE 07 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-II SAN ANDRÉS TOTOLTEPEC,C.S.T-II SAN ANDRÉS TOTOLTEPEC,23,14400,"CAMINO REAL AL AJUSCO S/N CASI ESQ. 3RA. CDA DE TLAQUEXPA, COL SAN ANDRÉS TOTOLTEPEC, C.P. 14400.",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2488,-99.1772,A,ALTA,18/07/2024
DFIMB001624,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,J,URBANO DE 07 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III DR. DAVID FRAGOSO LIZALDE,C.S.T-III DR. DAVID FRAGOSO LIZALDE,5,14650,"CALLE DR. DAVID FRAGOSO LIZALDE, ESQ. CEDRAL S/N, COL. EJIDOS DE SAN PEDRO MÁRTIR, C.P. 14650",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2661,-99.1608,A,ALTA,18/07/2024
DFIMB001636,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,J,URBANO DE 07 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III AMPLIACIÓN HIDALGO,C.S.T-III AMPLIACIÓN HIDALGO,5,14250,"ADOLFO RUIZ CORTINES ESQ. FRANCISCO I MADERO S/N (ZONA 2, MANZANA 124-A LOTE 2), COL. AMPLIACIÓN HIDALGO, C.P. 14250",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2852,-99.2077,A,ALTA,18/07/2024
DFIMB001641,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,H,URBANO DE 05 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III DR. GERARDO VARELA MARISCAL,C.S.T-III DR. GERARDO VARELA MARISCAL,5,14710,"CALLE MATAMOROS Y ALLENDE, S/N, COL SANTO TOMÁS AJUSCO, C.P. 14710",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2204,-99.2042,A,ALTA,18/07/2024
DFIMB001653,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD T-II TOPILEJO      ,CENTRO DE SALUD T-II TOPILEJO,5,14500,,1,EN OPERACION,SSP9707038T0,5558466430,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2030527,-99.1468454,A,ALTA,18/07/2024
DFIMB001665,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III CULTURA MAYA,C.S.T-III CULTURA MAYA,5,14230,"ENTRE LAS CALLES TEPEKAN Y HECELCHEKAN, COL. CULTURA MAYA, C.P. 14238",1,EN OPERACION,SSP9707038T0,5556307451,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,,,19.2759029,-99.2219635,A,ALTA,18/07/2024
DFIMB001670,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,R,URBANO DE 11 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III DR. JOSÉ CASTRO VILLAGRANA,C.S.T-III DR. JOSÉ CASTRO VILLAGRANA,5,14050,"COAPA NO. 53, ESQ. CARRASCO S/N, COL. TORIELLO GUERRA, C.P. 14050",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2934,-99.167,A,ALTA,18/07/2024
DFIMB001682,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III PEDREGAL DE LAS ÁGUILAS,C.S.T-III PEDREGAL DE LAS ÁGUILAS,5,14439,"MIXTECAS S/N CASI ESQ. NAHOAS, COL PEDREGAL DE LAS ÁGUILAS, C.P. 14439",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2721,-99.1751,A,ALTA,18/07/2024
DFIMB001694,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,2,DE HOSPITALIZACIÓN,O,HOSPITAL ESPECIALIZADO,99,NO ESPECIFICADO,CLÍNICA HOSPITAL DE ESPECIALIDADES TOXICOLÓGICAS XOCHIMILCO,CLÍNICA HOSPITAL DE ESPECIALIDADES TOXICOLÓGICAS XOCHIMILCO,19,16030,"PROLONGACIÓN DIVISIÓN DEL NORTE S/N CASI ESQ. AV. MÉXICO, COL. HUICHAPAN, C.P. 16030",1,EN OPERACION,GDF9712054NA,5572584816,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.2642,-99.114,A,ALTA,18/07/2024
DFIMB001706,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,2,DE HOSPITALIZACIÓN,O,HOSPITAL ESPECIALIZADO,99,NO ESPECIFICADO,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,19,16090,"PROLONGACIÓN 16 DE SEPTIEMBRE Y CALZADA NATIVITAS, BARRIO XALTOCÁN, C.P. 16090",1,EN OPERACION,GDF9712054NA,5556764993,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.2549659,-99.1045,A,ALTA,18/07/2024
DFIMB001711,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I SAN FRANCISCO TLANEPANTLA,C.S.T-I SAN FRANCISCO TLANEPANTLA,5,16900,"CONSTITUCIÓN S/N, JUNTO AL NO. 35, COL. SAN FRANCISCO TLALNEPANTLA, C.P. 16900",1,EN OPERACION,SSP9707038T0,5554857187,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.1958,-99.1219,A,ALTA,18/07/2024
DFIMB001723,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I SANTA CECILIA TEPETLAPA,C.S.T-I SANTA CECILIA TEPETLAPA,5,16880,"FRANCISCO SARABIA S/N, ESQUINA PROGRESO, COL. SANTA CECILIA TEPETLAPA, C.P. 16880.",1,EN OPERACION,SSP9707038T0,5555485626,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2186,-99.0986,A,ALTA,18/07/2024
DFIMB001735,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I SAN ANDRÉS AHUAYUCAN,C.S.T-I SAN ANDRÉS AHUAYUCAN,5,16810,"BENITO JUÁREZ S/N, FRENTE A LA CALLE GALEANA (PLANTA ALTA DEL EDIFICIO), COL PUEBLO DE SAN ANDRÉS AHUAYUCAN C.P. 16810",1,EN OPERACION,SSP9707038T0,5555481369,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2354,-99.106,A,ALTA,18/07/2024
DFIMB001740,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,E,URBANO DE 02 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I SANTA CRUZ XOCHITEPEC,C.S.T-I SANTA CRUZ XOCHITEPEC,5,16100,"CAMINO REAL A SANTIAGO S/N, ESQ. CERRADA DE SANTIAGO (PLANTA ALTA DEL CENTRO DE BARRIO), COL. PUEBLO DE SANTA CRUZ XOCHITEPEC, C.P. 16100",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2529,-99.1278,A,ALTA,18/07/2024
DFIMB001752,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD T-II SAN LUIS TLAXIALTEMALCO ,CENTRO DE SALUD T-II SAN LUIS TLAXIALTEMALCO,3,16610,"AV. 5 DE MAYO S/N, ESQ. TEMACPALCO, COL. PUEBLO DE SAN LUIS TLAXIALTEMALCO, C.P. 16610",1,EN OPERACION,SSP9707038T0,5558439517,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2558608,-99.0410983,A,ALTA,18/07/2024
DFIMB001764,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,G,URBANO DE 04 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-II SANTA CRUZ ACALPIXCA,C.S.T-II SANTA CRUZ ACALPIXCA,5,16500,"AHUALAPA S/N, COL. PUEBLO DE SANTA CRUZ ACALPIXCA, C.P. 16500",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2455,-99.0677,A,ALTA,18/07/2024
DFIMB001776,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III SAN GREGORÍO ATLAPULCO,C.S.T-III SAN GREGORÍO ATLAPULCO,5,16600,"GUSTAVO DÍAZ ORDAZ S/N, ENTRE EMILIANO ZAPATA Y AV. CHAPULTEPEC (ZONA 371,MZA. 91 LT. 01), COL. SAN GREGORIO ATLAPULCO, C.P. 16600",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2571,-99.0645,A,ALTA,18/07/2024
DFIMB001781,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,G,URBANO DE 04 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-II SANTA MARÍA NATIVITAS,C.S.T-II SANTA MARÍA NATIVITAS,24,16450,"CARRETERA VIEJA A TULYEHUALCO-XOCHIMILCO S/N, ESQ. DE LOS PINOS, COL. PUEBLO NATIVITAS, C.P. 16450",1,EN OPERACION,SSP9707038T0,5571575132,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,,,19.2468,-99.0947,A,ALTA,18/07/2024
DFIMB001793,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,S,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,99,NO ESPECIFICADO,C.S.T-III XOCHIMILCO,C.S.T-III XOCHIMILCO,3,16000,"AV. JUÁREZ NO. 2, ESQ. CALLE PINO, COL. BARRIO SAN JUAN, C.P. 16000",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2648,-99.104,A,ALTA,18/07/2024
DFIMB001805,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,L,URBANO DE 09 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III TULYEHUALCO,C.S.T-III TULYEHUALCO,3,16730,"AV. TLAHUAC-TULYEHUALCO, ENTRE TAPIA Y DIVISIÓN DEL NORTE, (LOTE 2, MANZANA 324, ZONA 357) S/N, BARRIO SAN SEBASTIÁN TULYEHUALCO, C.P. 16730",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2554,-99.011,A,ALTA,18/07/2024
DFIMB001810,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,J,URBANO DE 07 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S. T-II SAN MATEO XALPA,C.S. T-II SAN MATEO XALPA,24,16800,"CARRETERA XOCHIMILCO-TOPILEJO NÚMERO 255 CASI ESQ. LAS GRANJAS Y CUAUHTÉMOC, COL. SAN MATEO XALPA",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.228,-99.1197,A,ALTA,18/07/2024
DFIMB001822,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,2,DE HOSPITALIZACIÓN,M,HOSPITAL GENERAL,99,NO ESPECIFICADO,HOSPITAL GENERAL XOCO,HOSPITAL GENERAL XOCO,5,3340,,1,EN OPERACION,GDF9712054NA,5556889131,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,3,TERCER NIVEL,2,URBANO,1,PROPIO,19.3598136,-99.1632394,A,ALTA,18/07/2024
DFIMB001834,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-I VALENTÍN GÓMEZ FARIAS,C.S.T-I VALENTÍN GÓMEZ FARIAS,5,3820,"RÍO BECERRA S/N, ENTRE PRIMERO DE ABRIL Y PRIMERO DE MAYO, COL. 8 DE AGOSTO, C.P. 03820",1,EN OPERACION,SSP9707038T0,5555324244,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.3955,-99.1876,A,ALTA,18/07/2024
DFIMB001846,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,Q,URBANO DE 10 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,C.S.T-III MIXCOAC,C.S.T-III MIXCOAC,5,3910,"REMBRANDT NO.32, COL. MIXCOAC, C.P. 03910",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.3811,-99.1886,A,ALTA,18/07/2024
DFIMB001851,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,S,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,99,NO ESPECIFICADO,C.S.T-III PORTALES,C.S.T-III PORTALES,5,3660,"AV. SAN SIMÓN NO.94, COL. SAN SIMÓN TICUMAC, C.P. 03660",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.3751,-99.1451,A,ALTA,18/07/2024
DFIMB001863,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,T,CLÍNICA DE ESPECIALIDADES,T18,CLÍNICA DE VARIAS ESPECIALIDADES,CLÍNICA DE ESPECIALIDADES NO. 4,CLÍNICA DE ESPECIALIDADES NO. 4,5,6430,"FRANCISCO DÍAZ COVARRUVÍAS NO. 23, COL. SAN RAFAEL",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.4366,-99.1636,A,ALTA,18/07/2024
DFIMB001875,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,T,CLÍNICA DE ESPECIALIDADES,T18,CLÍNICA DE VARIAS ESPECIALIDADES,CLÍNICA DE ESPECIALIDADES NO. 3,CLÍNICA DE ESPECIALIDADES NO. 3,5,6200,"TENOCHTITLÁN NO. 79, COL. MORELOS, C.P. 06200",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.4477,-99.1288,A,ALTA,18/07/2024
DFIMB001880,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,T,CLÍNICA DE ESPECIALIDADES,T18,CLÍNICA DE VARIAS ESPECIALIDADES,CLÍNICA DE ESPECIALIDADES NO. 6,CLÍNICA DE ESPECIALIDADES NO. 6,5,6600,"LUCERNA NO. 67, COL. JUÁREZ, C.P. 06600",1,EN OPERACION,SSP9707038T0,5555461213,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,,,19.4304,-99.1571,A,ALTA,18/07/2024
DFIMB001892,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,T,CLÍNICA DE ESPECIALIDADES,T18,CLÍNICA DE VARIAS ESPECIALIDADES,CLÍNICA DE ESPECIALIDADES NO. 2,CLÍNICA DE ESPECIALIDADES NO. 2,5,6020,"REPÚBLICA DE GUATEMALA NO. 78, COL. CENTRO, C.P. 06020",1,EN OPERACION,SSP9707038T0,5550381700,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.4329,-99.1534,A,ALTA,18/07/2024
